"","autoBlockSize","elapsed","MEM_max","MEM_mean","CPU_max","CPU_mean"
"1","67108864","0:13:54",11.1926879882812,10.4711121838964,18,5.54970059880239
"2","134217728","0:07:03",10.9946556091309,10.3503202492336,15,5.53066037735849
"3","268435456","0:03:31",11.3652610778809,10.3978181695038,19,5.5188679245283
"4","536870912","0:01:51",11.0781097412109,10.3400644234249,14,5.58928571428571
"5","1073741824","0:01:11",10.7692718505859,10.1387278768751,15,5.47222222222222
"6","2147483648","0:00:47",10.8175773620605,10.0544723669688,15,5.70833333333333
